,predictions,labels
701,103,156
702,143,164
703,146,166
704,124,151
705,89,145
706,77,47
707,28,44
708,31,44
709,33,37
710,29,39
711,28,39
712,25,35
713,28,40
714,31,44
715,40,50
716,50,58
717,52,60
718,57,77
719,71,97
720,73,101
721,78,112
722,91,117
723,99,120
724,105,127
725,108,138
726,106,137
727,88,126
728,79,119
729,67,122
730,69,50
731,73,56
732,80,74
733,80,68
734,89,70
735,99,74
736,91,73
737,77,61
738,63,49
739,42,50
740,49,56
741,52,81
742,75,90
743,87,112
744,103,124
745,111,124
746,105,133
747,113,131
748,110,122
749,109,134
750,107,140
751,111,146
752,121,159
753,134,166
754,148,54
755,42,50
756,53,50
757,48,50
758,42,47
759,41,43
760,37,40
761,33,39
762,35,39
763,36,37
764,41,47
765,71,77
766,88,90
767,85,91
768,75,98
769,82,107
770,91,117
771,96,124
772,96,124
773,100,120
774,85,122
775,82,140
776,106,154
777,108,149
778,100,41
779,36,49
780,43,56
781,42,59
782,44,59
783,58,59
784,67,54
785,59,54
786,56,54
787,47,54
788,62,56
789,58,70
790,72,84
791,82,95
792,101,103
793,97,122
794,104,117
795,95,117
796,99,114
797,95,105
798,72,117
799,88,124
800,91,130
801,97,138
802,125,45
803,45,45
804,48,50
805,52,50
806,46,53
807,48,45
808,43,43
809,46,47
810,49,45
811,50,50
812,53,58
813,64,70
814,69,77
815,67,92
816,83,99
817,88,113
818,103,117
819,102,126
820,93,119
821,95,117
822,107,122
823,84,127
824,89,129
825,89,120
826,81,54
827,53,58
828,58,65
829,55,66
830,57,58
831,69,60
832,75,56
833,66,53
834,57,47
835,53,54
836,57,56
837,59,67
838,68,74
839,78,99
840,91,107
841,93,117
842,101,122
843,91,112
844,92,117
845,95,127
846,92,145
847,107,144
848,110,154
849,110,179
850,110,131
851,100,127
852,82,126
853,88,124
854,78,127
855,86,122
856,80,122
857,80,124
858,75,130
859,78,130
860,83,114
861,73,65
862,35,136
863,114,151
864,107,152
865,117,155
866,114,148
867,102,112
868,75,103
869,87,110
870,79,85
871,64,72
872,51,50
873,54,50
874,47,116
875,101,127
876,79,133
877,83,117
878,82,108
879,75,101
880,84,88
881,72,63
882,42,51
883,39,35
884,19,11
885,11,14
886,10,3
887,12,13
888,10,40
889,19,73
890,74,161
891,103,141
892,119,141
893,112,141
894,114,129
895,104,122
896,91,92
897,58,71
898,45,156
899,158,152
900,134,144
901,117,137
902,104,135
903,102,134
904,100,136
905,92,137
906,88,131
907,76,137
908,90,133
909,92,152
910,112,181
911,137,176
912,129,169
913,134,170
914,127,144
915,101,108
916,78,113
917,98,99
918,81,80
919,75,61
920,60,50
921,61,45
922,52,136
923,136,131
924,110,127
925,91,124
926,92,130
927,92,129
928,85,135
929,85,134
930,90,135
931,81,119
932,83,101
933,63,66
934,38,129
935,121,140
936,123,154
937,140,161
938,121,144
939,106,124
940,93,122
941,107,124
942,98,99
943,75,81
944,63,59
945,53,51
946,55,149
947,103,145
948,84,138
949,85,136
950,87,135
951,88,107
952,71,101
953,66,116
954,106,127
955,84,75
956,30,32
957,25,47
958,42,53
959,26,84
960,83,137
961,101,149
962,102,146
963,108,149
964,110,149
965,117,187
966,152,170
967,116,138
968,97,95
969,61,54
970,53,116
971,73,116
972,81,120
973,77,122
974,75,119
975,82,114
976,76,110
977,71,103
978,65,103
979,69,122
980,83,117
981,77,127
982,79,79
983,44,54
984,38,138
985,106,133
986,107,149
987,124,161
988,142,138
989,118,120
990,105,138
991,117,112
992,90,81
993,67,80
994,66,166
995,172,158
996,136,143
997,104,138
998,93,131
999,88,122
1000,80,122
1001,77,124
1002,71,124
1003,72,145
1004,92,158
1005,106,179
1006,121,184
1007,130,181
1008,139,179
1009,134,167
1010,116,143
1011,91,103
1012,76,95
1013,80,85
1014,68,75
1015,63,61
1016,55,54
1017,59,50
1018,51,140
1019,112,143
1020,105,144
1021,100,138
1022,98,138
1023,99,136
1024,97,133
1025,90,131
1026,87,131
1027,91,136
1028,94,138
1029,94,126
1030,89,141
1031,127,172
1032,127,170
1033,126,170
1034,132,159
1035,117,124
1036,91,101
1037,83,89
1038,78,82
1039,78,82
1040,81,84
1041,83,74
1042,73,138
1043,136,137
1044,94,133
1045,88,122
1046,82,117
1047,83,113
1048,72,116
1049,76,117
1050,74,124
1051,79,137
1052,95,126
1053,85,161
1054,122,178
1055,135,161
1056,127,179
1057,129,167
1058,121,135
1059,85,114
1060,84,101
1061,76,88
1062,68,84
1063,78,66
1064,51,59
1065,56,49
1066,48,116
1067,106,114
1068,80,117
1069,82,113
1070,83,108
1071,75,107
1072,70,107
1073,77,107
1074,86,101
1075,66,95
1076,75,103
1077,77,75
1078,43,45
1079,46,124
1080,102,143
1081,127,140
1082,105,137
1083,110,120
1084,87,120
1085,110,130
1086,108,117
1087,78,87
1088,62,61
1089,49,54
1090,52,136
1091,134,130
1092,97,127
1093,103,119
1094,77,113
1095,78,114
1096,78,117
1097,75,122
1098,76,126
1099,75,117
1100,79,103
1101,69,122
1102,89,169
1103,127,170
1104,124,169
1105,122,170
1106,120,143
1107,84,117
1108,80,114
1109,83,105
1110,75,81
1111,67,65
1112,60,49
1113,56,45
1114,49,47
1115,42,49
1116,44,54
1117,43,47
1118,35,47
1119,36,49
1120,46,54
1121,48,60
1122,53,59
1123,52,59
1124,58,65
1125,53,73
1126,65,75
1127,70,87
1128,74,95
1129,89,97
1130,69,97
1131,68,87
1132,67,81
1133,73,88
1134,77,99
1135,82,110
1136,89,120
1137,118,120
1138,102,60
1139,36,59
1140,35,54
1141,42,54
1142,34,59
1143,41,60
1144,55,68
1145,62,70
1146,67,68
1147,60,68
1148,60,45
1149,67,82
1150,76,87
1151,89,94
1152,97,94
1153,89,101
1154,88,103
1155,95,105
1156,89,110
1157,90,113
1158,100,117
1159,93,116
1160,86,45
1161,43,50
1162,42,37
1163,42,43
1164,36,45
1165,37,50
1166,52,56
1167,57,56
1168,66,59
1169,64,63
1170,82,70
1171,75,81
1172,104,90
1173,103,91
1174,103,93
1175,94,95
1176,78,89
1177,75,85
1178,73,84
1179,85,93
1180,95,107
1181,108,109
1182,105,126
1183,114,126
1184,110,51
1185,38,50
1186,37,51
1187,37,47
1188,33,42
1189,35,50
1190,42,49
1191,50,54
1192,58,61
1193,61,64
1194,68,66
1195,73,72
1196,88,84
1197,100,93
1198,95,101
1199,87,103
1200,81,98
1201,78,85
1202,80,89
1203,85,88
1204,89,101
1205,91,105
1206,97,116
1207,105,114
1208,113,56
1209,61,56
1210,53,56
1211,47,50
1212,54,50
1213,54,49
1214,48,50
1215,53,50
1216,48,51
1217,47,59
1218,54,65
1219,50,70
1220,70,81
1221,87,89
1222,85,93
1223,75,113
1224,72,117
1225,80,93
1226,71,93
1227,83,112
1228,105,114
1229,93,129
1230,97,134
1231,102,135
1232,83,75
1233,72,81
1234,71,75
1235,68,59
1236,59,54
1237,53,63
1238,52,64
1239,48,64
1240,48,68
1241,47,71
1242,51,67
1243,60,70
1244,69,75
1245,73,87
1246,81,89
1247,84,92
1248,80,95
1249,84,101
1250,92,101
1251,86,99
1252,87,108
1253,87,116
1254,90,105
1255,84,109
1256,82,56
1257,58,56
1258,58,47
1259,45,42
1260,28,53
1261,46,61
1262,49,56
1263,53,56
1264,56,67
1265,64,66
1266,68,75
1267,77,84
1268,100,92
1269,105,95
1270,95,94
1271,95,94
1272,73,89
1273,69,90
1274,73,82
1275,77,91
1276,78,99
1277,85,108
1278,92,120
1279,99,127
1280,102,68
1281,63,74
1282,65,75
1283,62,68
1284,57,64
1285,55,67
1286,61,70
1287,59,68
1288,62,68
1289,67,66
1290,67,68
1291,65,70
1292,71,80
1293,86,90
1294,85,95
1295,84,93
1296,88,91
1297,76,82
1298,68,80
1299,82,95
1300,89,99
1301,95,110
1302,95,120
1303,101,120
1304,98,44
1305,37,41
1306,36,44
1307,33,47
1308,32,44
1309,32,50
1310,48,53
1311,59,45
1312,49,59
1313,51,56
1314,72,67
1315,82,64
1316,89,77
1317,91,79
1318,82,85
1319,67,85
1320,66,88
1321,68,77
1322,64,79
1323,70,81
1324,64,87
1325,85,92
1326,88,112
1327,98,122
1328,89,50
1329,43,41
1330,27,41
1331,35,42
1332,31,41
1333,41,49
1334,43,47
1335,39,47
1336,43,54
1337,51,56
1338,63,61
1339,60,67
1340,67,101
1341,76,112
1342,84,84
1343,68,82
1344,77,88
1345,82,95
1346,77,95
1347,93,105
1348,89,105
1349,82,41
1350,37,42
1351,40,41
1352,34,40
1353,32,47
1354,30,44
1355,36,50
1356,42,54
1357,45,54
1358,51,56
1359,53,65
1360,65,73
1361,79,80
1362,84,81
1363,77,85
1364,73,91
1365,67,81
1366,63,74
1367,61,81
1368,68,93
1369,72,101
1370,81,114
1371,86,114
1372,86,119
1373,77,117
1374,114,120
1375,104,120
1376,106,117
1377,97,110
1378,93,108
1379,80,110
1380,83,105
1381,80,108
1382,96,124
1383,97,138
1384,96,146
1385,110,163
1386,127,166
1387,123,173
1388,132,181
1389,136,178
1390,136,181
1391,146,191
1392,132,215
1393,148,235
1394,168,247
1395,170,259
1396,183,247
1397,158,107
1398,74,103
1399,67,108
1400,72,95
1401,66,95
1402,52,92
1403,62,91
1404,59,93
1405,65,95
1406,86,117
1407,107,133
1408,89,114
1409,78,126
1410,96,127
1411,98,133
1412,101,124
1413,95,137
1414,107,140
1415,112,143
1416,109,161
1417,134,149
1418,97,149
1419,103,152
1420,99,155
1421,95,133
1422,114,138
1423,108,138
1424,102,135
1425,102,137
1426,95,142
1427,95,130
1428,186,122
1429,143,122
1430,143,120
1431,133,120
1432,121,117
1433,110,119
1434,106,124
1435,108,127
1436,116,134
1437,102,141
1438,107,156
1439,135,169
1440,150,187
1441,151,186
1442,155,190
1443,154,187
1444,159,203
1445,164,210
1446,163,252
1447,194,264
1448,195,281
1449,201,285
1450,202,300
1451,201,117
1452,119,117
1453,121,113
1454,112,109
1455,95,105
1456,93,109
1457,88,109
1458,91,108
1459,95,116
1460,123,133
1461,104,138
1462,108,149
1463,132,164
1464,138,170
1465,146,176
1466,142,181
1467,146,179
1468,161,191
1469,167,192
1470,144,211
1471,169,228
1472,168,242
1473,169,244
1474,162,254
1475,171,127
1476,77,122
1477,65,120
1478,68,142
1479,82,124
1480,81,114
1481,87,117
1482,82,113
1483,85,119
1484,94,122
1485,93,137
1486,118,144
1487,105,151
1488,116,161
1489,123,173
1490,140,192
1491,140,219
1492,160,245
1493,178,246
1494,178,241
1495,168,218
1496,140,108
1497,64,105
1498,74,105
1499,71,103
1500,77,101
1501,73,98
1502,68,98
1503,61,98
1504,65,101
1505,66,103
1506,74,119
1507,96,133
1508,120,138
1509,105,141
1510,129,147
1511,128,158
1512,130,169
1513,154,178
1514,151,179
1515,146,208
1516,165,191
1517,123,172
1518,115,159
1519,102,156
1520,95,136
1521,150,137
1522,107,127
1523,104,122
1524,107,112
1525,95,98
1526,79,95
1527,72,103
1528,74,103
1529,88,116
1530,97,140
1531,114,152
1532,139,166
1533,146,187
1534,154,197
1535,155,186
1536,156,194
1537,160,208
1538,157,208
1539,154,233
1540,170,254
1541,179,262
1542,175,255
1543,184,264
1544,199,119
1545,89,124
1546,114,131
1547,118,126
1548,97,110
1549,93,99
1550,70,90
1551,75,89
1552,86,90
1553,90,99
1554,121,112
1555,114,120
1556,117,137
1557,124,156
1558,125,161
1559,130,164
1560,138,17
1561,138,194
1562,160,203
1563,149,224
1564,158,225
1565,149,211
1566,151,217
1567,146,117
1568,94,116
1569,70,114
1570,81,116
1571,86,98
1572,75,89
1573,69,89
1574,67,82
1575,63,93
1576,98,131
1577,112,134
1578,110,149
1579,129,163
1580,136,173
1581,136,169
1582,134,170
1583,136,181
1584,157,170
1585,123,191
1586,136,203
1587,141,207
1588,150,213
1589,154,215
1590,152,210
1591,140,108
1592,101,101
1593,77,98
1594,71,95
1595,83,95
1596,73,93
1597,77,95
1598,77,90
1599,81,92
1600,98,105
1601,80,126
1602,78,127
1603,96,145
1604,116,149
1605,118,161
1606,129,177
1607,174,178
1608,146,189
1609,161,212
1610,167,204
1611,138,190
1612,136,184
1613,141,126
1614,101,133
1615,88,127
1616,92,117
1617,88,95
1618,80,93
1619,73,93
1620,69,94
1621,71,91
1622,83,122
1623,95,135
1624,96,149
1625,111,156
1626,124,164
1627,129,167
1628,130,172
1629,138,179
1630,139,179
1631,128,191
1632,134,212
1633,153,224
1634,163,236
1635,160,239
1636,163,246
1637,169,225
1638,170,211
1639,177,219
1640,149,208
1641,142,210
1642,146,206
1643,145,199
1644,140,177
1645,134,167
1646,126,192
1647,146,212
1648,145,231
1649,159,242
1650,165,276
1651,196,317
1652,219,345
1653,228,278
1654,179,213
1655,160,227
1656,198,319
1657,213,305
1658,196,263
1659,180,258
1660,174,259
1661,178,154
1662,85,166
1663,114,164
1664,108,166
1665,100,159
1666,108,161
1667,119,163
1668,116,159
1669,121,159
1670,137,164
1671,120,203
1672,142,227
1673,166,246
1674,185,260
1675,180,284
1676,198,288
1677,200,294
1678,202,309
1679,208,364
1680,238,376
1681,236,380
1682,236,357
1683,238,324
1684,213,296
1685,178,145
1686,81,147
1687,95,149
1688,99,152
1689,103,152
1690,101,152
1691,112,147
1692,110,149
1693,105,144
1694,105,173
1695,122,204
1696,151,253
1697,186,254
1698,189,253
1699,189,274
1700,199,306
1701,216,300
1702,204,315
1703,212,317
1704,211,311
1705,200,303
1706,190,293
1707,179,285
1708,172,267
1709,162,311
1710,259,312
1711,230,273
1712,212,247
1713,190,237
1714,184,235
1715,184,244
1716,175,236
1717,178,244
1718,190,270
1719,197,275
1720,193,224
1721,181,342
1722,233,336
1723,220,231
1724,158,215
1725,173,208
1726,168,219
1727,179,300
1728,252,245
1729,190,256
1730,204,270
1731,223,256
1732,177,212
1733,147,187
1734,142,204
1735,160,199
1736,148,206
1737,142,218
1738,149,215
1739,157,228
1740,177,247
1741,178,263
1742,192,256
1743,182,270
1744,193,301
1745,220,344
1746,248,353
1747,237,253
1748,159,229
1749,176,200
1750,148,215
1751,173,252
1752,201,297
1753,223,288
1754,211,298
1755,214,207
1756,148,190
1757,122,178
1758,110,181
1759,117,239
1760,148,181
1761,127,172
1762,120,159
1763,121,151
1764,106,161
1765,119,222
1766,181,294
1767,205,306
1768,203,334
1769,222,360
1770,219,357
1771,208,344
1772,208,314
1773,204,312
1774,211,348
1775,229,362
1776,227,378
1777,221,363
1778,210,341
1779,200,155
1780,83,149
1781,96,158
1782,112,158
1783,113,159
1784,111,154
1785,117,161
1786,123,167
1787,126,177
1788,131,187
1789,145,213
1790,160,246
1791,180,261
1792,186,271
1793,186,270
1794,191,260
1795,183,329
1796,229,371
1797,251,376
1798,240,378
1799,224,379
1800,207,353
1801,190,324
1802,190,300
1803,172,261
1804,238,262
1805,186,271
1806,189,267
1807,191,254
1808,184,229
1809,155,215
1810,145,208
1811,150,199
1812,150,203
1813,164,230
1814,180,263
1815,166,263
1816,183,235
1817,168,191
1818,153,190
1819,146,194
1820,150,228
1821,184,213
1822,161,210
1823,153,204
1824,173,206
1825,149,200
1826,151,184
1827,133,167
1828,121,163
1829,121,151
1830,114,151
1831,121,149
1832,116,144
1833,109,154
1834,135,234
1835,201,313
1836,215,299
1837,200,267
1838,188,309
1839,223,383
1840,248,397
1841,252,342
1842,212,317
1843,210,298
1844,196,260
1845,172,253
1846,175,262
1847,181,260
1848,180,210
1849,154,219
1850,160,235
1851,163,212
1852,160,208
1853,166,204
1854,136,187
1855,130,179
1856,132,170
1857,123,199
1858,179,285
1859,216,259
1860,194,342
1861,233,283
1862,182,192
1863,139,172
1864,149,170
1865,124,164
1866,116,172
1867,139,166
1868,130,159
1869,122,176
1870,144,172
1871,150,164
1872,128,164
1873,112,173
1874,117,166
1875,117,183
1876,128,177
1877,124,155
1878,127,148
1879,140,159
1880,136,212
1881,147,249
1882,168,272
1883,202,297
1884,212,328
1885,223,369
1886,244,309
1887,189,260
1888,182,256
1889,183,294
1890,212,320
1891,223,315
1892,210,294
1893,199,270
1894,184,244
1895,190,250
1896,172,242
1897,167,204
1898,151,181
1899,141,190
1900,129,191
1901,131,186
1902,135,183
1903,136,217
1904,162,263
1905,182,277
1906,184,305
1907,213,210
1908,141,190
1909,149,189
1910,142,206
1911,159,242
1912,188,234
1913,173,237
1914,170,235
1915,177,267
1916,195,285
1917,193,281
1918,197,271
1919,177,250
1920,164,220
1921,147,211
1922,149,158
1923,110,159
1924,120,176
1925,132,185
1926,141,194
1927,138,181
1928,127,178
1929,131,181
1930,134,175
1931,133,161
1932,151,179
1933,134,173
1934,131,158
1935,122,169
1936,124,170
1937,114,260
1938,166,250
1939,163,241
1940,184,221
1941,155,212
1942,149,187
1943,125,164
1944,103,159
1945,125,154
1946,112,146
1947,104,191
1948,151,219
1949,155,219
1950,154,239
1951,168,233
1952,167,252
1953,175,241
1954,161,242
1955,166,218
1956,153,203
1957,144,199
1958,144,187
1959,129,164
1960,116,140
1961,101,260
1962,164,250
1963,163,220
1964,147,197
1965,138,183
1966,136,169
1967,116,155
1968,121,141
1969,104,143
1970,103,177
1971,128,222
1972,164,220
1973,162,226
1974,165,245
1975,177,250
1976,180,229
1977,149,242
1978,174,237
1979,170,228
1980,154,219
1981,155,210
1982,143,186
1983,126,172
1984,116,235
1985,219,195
1986,154,259
1987,204,273
1988,205,283
1989,217,263
1990,193,221
1991,157,191
1992,160,167
1993,129,152
1994,129,155
1995,135,181
1996,152,179
1997,149,191
1998,157,192
1999,154,186
2000,158,169
2001,134,170
2002,161,172
2003,156,169
2004,146,181
2005,141,185
2006,151,181
2007,131,291
2008,216,285
2009,197,280
2010,194,285
2011,186,278
2012,188,273
2013,180,239
2014,165,181
2015,123,172
2016,124,172
2017,123,183
2018,132,172
2019,123,172
2020,130,186
2021,137,181
2022,137,170
2023,132,167
2024,138,177
2025,158,198
2026,189,206
2027,188,176
2028,138,178
2029,145,190
2030,144,313
2031,198,289
2032,175,277
2033,179,246
2034,153,229
2035,144,218
2036,143,226
2037,158,204
2038,142,237
2039,161,249
2040,168,252
2041,171,254
2042,157,239
2043,151,230
2044,147,218
2045,146,202
2046,132,186
2047,130,204
2048,171,241
2049,165,255
2050,162,255
2051,175,247
2052,166,226
2053,151,280
2054,179,266
2055,176,246
2056,167,199
2057,127,152
2058,113,141
2059,95,138
2060,101,135
2061,99,131
2062,102,159
2063,120,199
2064,138,149
2065,121,151
2066,120,149
2067,118,144
2068,110,146
2069,121,152
2070,119,149
2071,119,149
2072,110,149
2073,122,148
2074,115,134
2075,104,129
2076,96,202
2077,186,177
2078,134,236
2079,172,226
2080,155,213
2081,154,206
2082,148,195
2083,140,144
2084,116,149
2085,130,155
2086,140,161
2087,126,166
2088,134,172
2089,140,172
2090,136,177
2091,144,185
2092,145,192
2093,164,189
2094,160,186
2095,153,191
2096,158,169
2097,131,179
2098,136,183
2099,129,240
2100,166,187
2101,134,172
2102,126,152
2103,110,130
2104,96,122
2105,90,130
2106,94,126
2107,95,95
2108,78,98
2109,81,107
2110,86,107
2111,93,131
2112,103,138
2113,107,151
2114,117,149
2115,117,145
2116,112,149
2117,121,155
2118,119,155
2119,120,158
2120,124,170
2121,128,159
2122,114,146
2123,107,172
2124,150,152
2125,113,136
2126,99,117
2127,77,131
2128,88,172
2129,132,191
2130,135,166
2131,162,187
2132,152,178
2133,145,167
2134,136,156
2135,129,156
2136,134,167
2137,133,172
2138,136,177
2139,136,169
